marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,n_reviews,sentiment_score
US,33602808,R1X3HWLFOK905R,B004JQR6DK,240286909,"Puroast Low Acid Coffee Organic Dark French Roast, Drip Grind, 2.5-Pound Bag",Grocery,1.0,2.0,3.0,N,Y,Made me sick,"I've ordered this brand several times & always liked it.  This particular bag me feel sick to my stomach, and very jittery, even when I mixed it 50/50 with Puroast decaf.  I'm not sure where this is sourced, but it feels like low-quality coffee--a very nasty caffeine buzz.<br />Amazon processed a refund.  Until I see where they're sourcing, I won't buy this coffee again.",2014-03-05,13,-0.5887
US,49488911,R256RAA67DFBCT,B008LYBO8Y,29245673,Hinterland Trading Air Plant Xerographica Huge !! King of Air Plants Beautiful Bromelaid Stunning Houseplant,Grocery,1.0,2.0,2.0,N,Y,these plants require far less water than recommended. The plant rotted,"The care instructions did not work, these plants require far less water than recommended. The plant rotted, turned black, and fell apart.",2014-03-05,121,0.577
US,52179246,R3JELT0XHSVOUV,B001EO77DO,504146653,"Equal Exchange Organic Hot Cocoa Mix, 12-Ounce Tins (Pack of 3)",Grocery,1.0,1.0,1.0,N,Y,It made me sick,Seriously this stuff did NOT taste good. Plus my stomach was not happy after I forced down at cup!  Three canisters of it and now I have to toss them-,2014-03-04,54,-0.6015
US,51858326,R2QZDPE5AG6BGF,B009WKDUBU,835806999,"Dukan Diet Oat Bran Cookies, Chocolate Chip , 9.6 Ounce",Grocery,1.0,5.0,6.0,N,N,Contains sucralose an ingredient that makes a lot of people sick,"These contain sucralose a dangerous ingredient that makes a lot of people sick, including me.<br />They also contain wheat gluten so are not good for someone with a gluten sensitivity.",2014-03-01,13,-0.843
US,7605676,R2PMJYBD5LHOMA,B00FZYYT7G,270455534,"Trader Joe's Crystallized Candied Ginger, 8 Oz Bag (Pack of 2)",Grocery,3.0,0.0,3.0,N,N,Possibly has Lead.. Maybe Trader Joe's will fix it soon?? Try Ginger People brand.. Helps nausea/sick tummy/digestion..,"I love Trader Joe's!! They sell some unique and creative Natural type products. But, several other reviews here for the other size product said this product may contain lead. Try the Ginger People brand of natural ginger candy. I am buying the 6 pack. This brand is sold at the fancier checkouts in stores like Brennan's or Marshall's/TJ Maxx,  in the cute box with a Ginger Person character on it that looks like the root. Ginger is good for nausea or upset stomach.",2014-02-28,3,0.9637
US,6192351,R8U332MCM59Z2,B003WC5WQA,295616384,Japanese Rice Cake Mochi Daifuku (Assorted)15.8 oz,Grocery,1.0,3.0,5.0,N,Y,I get sick after eating that. WTF!? I ate three of them and felt stomach.,I am not very sure whether it was the cause. But I can say that it was chemically nasty. Believe me,2014-02-26,55,-0.6984
US,23788709,R1RUHHQN2IIREG,B000633RG0,628960245,Multi-Cat Formula Clumping Cat Litter (25 lbs),Grocery,1.0,1.0,1.0,N,N,Scoop Away made us all sick--humans and pets,"Our cat does not normally have a litter box- she is an indoor and outdoor pet. However, I was going on a 2 week vacation<br />and our daughter kept her at college. This required a litter box so we purchased scoop away.  The cat got very ill, one eye<br />is swollen shut, she walks funny and is not the same. She is old but was not in this condition before. Our daughter got a<br />a swollen mouth and was itching and was put on steroids.  Keep in mind she has been around our cat her whole life.<br />I returned home. The cat was ill, so we kept the litter box in our master bath. I held our sick cat after being away for about<br />two weeks.  I woke up in the middle of the night with my lips very swollen and having difficulty breathing. Last night I had<br />hives on my arms after cleaning the box and began to wonder. I called my daughter at college and after discussing this issue<br />we agree it is the litter.  The box says it manufactured under Clorox pet products....probably has bleach in it, which is toxic.",2014-02-25,41,-0.8444
US,19610436,R34YC4MWBJ095Q,B000ED7M3Q,482117850,Gluten Free All Purpose Baking Flour,Grocery,1.0,3.0,3.0,N,N,We all got sick,"Buyer beware. The beans in this flour are NOT soaked first so if you find beans challenging to digest do not buy this. We did not know this and are hours into stomach pain, gas and not happy. We called the company and they told us they don't soak the beans. Normally we digest well but all our beans are soaked overnight and drained and then cooked again",2014-02-25,298,-0.6756
US,4903200,R3W4L3E02XZWE,B0049VPI58,448390102,"Eve's Red Maple Bonsai Seed Kit, Woody, Complete Kit to Grow Red Maple Bonsai from Seed",Grocery,1.0,3.0,5.0,N,Y,seeds rotten,"every seed i tried to start ended up with white fuzzy mold on it. i tried several different methods of germination and nothing worked. not even the suggested way. bought one for me and one for my father who is on the other side of the country so we could have something common growing at the same time. very dissapointed, we both experienced the same thing. waste of time and money",2014-02-21,121,-0.2732
US,49184940,R283A6LD13L9XY,B00G5UEL8G,982580295,Stella Di Natale Zaghis Italian Holiday Cake Star,Grocery,1.0,0.0,0.0,N,Y,avoid this dry cake......even if free postage is offered,i am disappointed!  I sent this to my family.who love this type of cake.....they advised that it was dry and terrible........and not to waste my money on<br />it again........steer clear of this brand even if free postage is offered.  I have not had a problem with other brands!,2014-02-18,1,0.9037
US,45070473,R2D72QBWDCXOSB,B002DHOVPS,230093011,"Corn Pops Cereal, 12.5-Ounce Packages (Pack of 4)",Grocery,1.0,0.0,4.0,N,N,Please avoid GMo - Kellog!,"Corn is one of the most common genetically modified crop in USA. Unless it is organic, it has GMO. Corn pop has GMO and is extremely harmful to humans and children. I avoid it! Kellog, please don't use GMO for our kids.",2014-02-18,37,0.1007
US,22717122,RBZW3FBAYMR7N,B000N0T30K,990774672,"Set of Fresh Kaffir Lime Leaves, Lemon Grass, Galangal, Thai Chili",Grocery,1,3.0,3.0,N,Y,rotten!,"I assumed they had some magic way of packaging that these would arrive as pictured.  Well, I guess not.  They were just all thrown together in 1 bag for the MANY day trip.  What I received was a bag of rotten produce.",2014-02-15,10,-0.296
US,47746391,R280SGJQ49NPVV,B0029JW96I,997324527,Bridgford Pepperoni,Grocery,1,2.0,6.0,N,Y,Smelled rotten,"I purchased this product (pack of 3). I cut all 3 open and they smelled rotten. Amazon was amazing and sent a replacement order. However, the 3 new sticks also smelled rotten. I have been purchasing pepperoni my entire adult life, but have never experienced such a bad smell before. I have no idea if this brand is always like this but I do know I will not buy Bridgford again.",2014-02-14,138,0.481
US,12457290,R3SXKPV2905C4M,B00G7SFPL8,87923822,"The Raw Food World  Organic Maca Powder, 1 Pound",Grocery,1,51.0,69.0,N,Y,Made me violently ill!,"I have used Maca in the past for perimenopause symptoms, which worked very well.  These were capsules, and were not made with raw maca.  I eat raw food, so I thought Raw Maca would be a healthier choice.  After consuming a very small amount of this organic raw maca powder in a smoothie I became violently ill.  It was obvious my body wanted nothing to do with this product.  After further research I found that the Peruvian people would never eat Maca in it's raw form.  After doing some more research, I found that raw maca powder can cause digestive issues if the starches are not gelatinized. Basically the powder needs to be cooked at around 300*F to break down the enzymes. It can also be contaminate with bacteria.  This is not something to mess around with, I literally felt like I had the flu.  I was vomiting for 24 hours, had the worse headache of my life, and every joint in my body ached.",2014-02-11,105,-0.8358
US,32953535,R1UKC0NDSNRVVZ,B009AUFIXU,617746719,Hinterland Trading Air Plant Tillandsia Combo Pack! 2 Ionantha Guatemalan and Argentea Makes a Great Little Houseplant or Gift!,Grocery,2,0.0,0.0,N,Y,one came sick looking,one of the plants came a little black and sick it lasted a few months but the finally died i guess i should have asked for a replacement when it came but i thought it might just be in delivery shock,2014-02-11,34,-0.8839
US,50288037,R5P0V1BATPTE4,B000MOGV0C,609231626,New Hope Mills Sugar Free Pancake & Waffle Mix (9 Ounces),Grocery,1,5.0,5.0,N,Y,icky,lousy taste and texture<br /><br />(the only product I have found that makes acceptable low-carb goods is Carb-quik)<br /><br />would not buy again,2014-02-10,112,-0.296
US,39135654,RMEV903NLP7BS,B00CWGBK9U,406280045,Betty Crocker Cotton Candy Cookie Mix 17.5 Oz,Grocery,2,1.0,1.0,N,N,avoid,I wouldn't buy these. They aren't inedible but the burnt sugar-like sweetness is not a good flavor profile...and they are so overwhelming sweet. I ate a couple and tossed the rest of the batch.,2014-02-10,6,0.7656
US,41535989,R12V3LV4NT2V4A,B003P02EGU,522301294,"Sparkling ICE Spring Water, 17 Ounce (Pack of 12)",Grocery,2,0.0,0.0,N,Y,"Terrible bottle design, dangerous red leaks!","I like the taste of this beverage but the bottle is made of a flimsy plastic and the cap is not well-designed, so the liquid (since it is carbonated) is constantly bubbling up into the cap and getting all over the place. I wouldn't care so much except the liquid is bright red! Even if the liquid hasn't been disturbed for a few days, because the drinks were jostled so much during shipping, they still, five days later, are erupting slightly when I open them and have been consistently causing me problems. Just wanted to warn future customers that this is not Vitamin Water or Propel with their high-quality, thick plastic bottles.",2014-02-10,277,-0.4291
US,20813353,RCQ523PL82LH5,B00D5CLG2Q,12613909,Anamu Tea (Jamaican Guinea Hen Weed 100%) Roots and Leaves by SipaCupa,Grocery,2,10.0,12.0,N,Y,Really stinky stuff,"I am sure it has wonderful healing properties, but the smell is rough and it makes your breath smell for awhile.",2014-02-08,11,0.4588
US,30813747,RRRCOUXFF354B,B000LKTQAE,114852113,"Hansen's Natural Energy, Original, 8.3 Ounce Cans (Pack of 12)",Grocery,2,0.0,0.0,N,Y,I did not like product. made me sick,I did not like product. made me sick. I have tried other energy products and this one was not to good. I had to throw away the other cans.,2014-02-07,123,-0.6923
US,13662429,R1RDEHF37ML0DB,B0032RFGWA,123599374,Indian Pumpkin Seeds - 5/16 oz (single),Grocery,2,0.0,0.0,N,Y,Made me ill!,"I used to love these as a kid.  I've ordered them online before and been really happy with them in the past.  However, this time... every time I eat a pack of them they make me violently ill a few hours afterwards.  Seeing as I used to eat packs of these at a time... and I eat other pumpkin seeds no problem... I think it may have been a bad batch.  I'm too scared to ever order them again.",2014-02-06,18,-0.719
US,49252697,R3NTCZ3RWYIAT1,B00EKLPLU4,398216137,Healthworks Cacao Powder Parent,Grocery,1,23.0,32.0,N,Y,Horrible and made me sick,"I switched to this product because it's organic and raw whereas the cacoa powder I'd been using<br />was just organic.  At first, I just didn't like the flavor.  then, i developed a migraine and muscle spasms<br />in my body.  I didn't want to jump to any conclusions about the product, so I tried it at least 4 or 5 other<br />days.  Same response.  In my opinion, there is something wrong with this product.  It should be sent for testing.",2014-02-04,1366,-0.6632
US,51704118,R1U7XH44SQW1MJ,B005VOOQLO,113439189,"MIO Green Thunder, 1.62-Ounce (Pack of 4)",Grocery,1,0.0,1.0,N,N,icky,"I hate drinking plain water and have tried a lot of flavorings and this is towards the bottom. It is like a moldy green apple. As for the 'energy', I felt no difference, unlike when I drink Advocare Spark or [[ASIN:B007LK5DDG Crystal Light On The Go Energy Citrus, 10 Packets (Pack of 4)]]. I'm glad I got to try it for free with a coupon from MyCokeRewards.",2014-02-01,45,0.7096
US,12201655,R33DWGN41GZIMQ,B000F0JL14,984361703,Bearitos Corn Taco Shells,Grocery,1,0.0,2.0,N,N,Got sick eating them...,"...and I do not get sick often - if at all!<br />I am not sure how old they were, but there was no expiration date on the box.<br /><br />They smelled a bit wierd coming out of the oven.<br />Had a bitter aftertaste.<br />Awful!<br /><br />These had the following 2 or 3 ingredients:<br />organic stoneground blue corn masa,<br />expeller pressed high oleic safflower and/or sunflower oil.<br />Went to tell them on their website.....no website!<br />BEWARE!",2014-01-31,9,-0.8073
US,6981086,R3I8CFEQ1IPVUT,B0088I159Q,368408915,unif bowl instant noodles - artificial beef with sauerkrant flavor (pack of 12),Grocery,1,4.0,16.0,N,Y,"full of chemicals, felt sick","I would advise not to buy this brand of instant noodles. Full of chemicals and I felt sick after eating it.<br /><br />There are lots of ads on TV about this new flavor and I thought I could have a try, thinking the smell, taste and overall quality could be improved. Yet, I was disappointed.<br /><br />I would recommend if you have to have some instant food, Nissin instant noodles, made in Hong Kong, guessing the quality control will be better. But any way, I am only taking instant noodle when I am really hungry and there is nothing around to eat.",2014-01-27,14,0.6369
US,28393489,R215B3IIU38X80,B00BCG0OFM,28659304,GimMe Health Foods Organic Roasted Seaweed Snacks,Grocery,1,3.0,10.0,N,N,Warning!  This tatses like a rotten fish!,"Trying to make healthy choices, but this stuff is just AWFUL!  BARF!!  It smells like a really dirty fish tank and I don't think it tastes much better!",2014-01-27,26,-0.5584
US,50914047,R1A7LL9R5UFFEL,B009M2L6QE,580441357,"Zevia All Natural Soda, Cola, 12 Ounce (Pack of 24)",Grocery,1,2.0,3.0,N,Y,Made us feel sick.,"It made two completely healthy people with notably different digestion systems feel sick.  One got a headache for two days, the other felt a full body tingle for several hours.<br /><br />Also, it's flat (insufficient carbonation), and, really, it's not so very natural at all.<br /><br />In sum, I would suggest burning it with fire, but the fumes might harm you.",2014-01-23,240,-0.8186
US,13077574,R12HGUTYXAU0OS,B004ED9VX6,848616164,Tazo Filter Bag Tea for Keurig Brewers - Zen,Grocery,1,0.0,0.0,N,N,Makes me feel sick,"Every time I drink this tea it makes me feel nauseous. Why? I have no idea, but no other tea I have ever consumed has done so. So, 1 star.",2014-01-18,69,-0.5267
US,52833466,R3UGU32ZLZ13B,B0019D3WPC,186690242,Fra Mani Salametto Piccante Spicy Dry Chorizo - 10 Ounce Average,Grocery,1,2.0,3.0,N,Y,"Arrived one day before Xmas, which was perfect.... but it arrived rotten, which was pretty awful...","Pretty sure once these are exposed to too much moisture, they rot.  Alas.  Had to toss it and have a slightly less Spanish celebration.",2014-01-17,4,0.4767
US,5884984,RBXMUBOU8N565,B006JQ1JXG,657567440,"Amazing Box of 100 Elite Kosher Bazooka Bubble Gums with Comics in Hebrew Certified "" Parve Kosher"" by OU & ""Delicious"" by Millions Ages 3-100",Grocery,1,0.0,3.0,N,N,rotten,The taste was not good and not similar to the bazooka you buy in israel and they were really hard to chew.<br />moreover they gave me stomach trouble.<br />I guess they were rotten and old.,2014-01-10,9,-0.7506
US,14401567,RGKGO9M4J5QX4,B00EYNR4H6,417817499,"Bolthouse Farms DAILY GREENS ""Kale, Spinach, Romaine"" 15.2 oz (12 Count)",Grocery,1,7.0,10.0,N,N,no stars....this will make you sick,"I . Twenty minutes after drinking this beverage, I tried to pull over on the side of the road to puke, but I didn't make it and the juice contents ended up all over my car. This beverage will make you sick. I am a salad and vegetable lover so  I thought I would like this. Save yourself four dollars and pick something else.",2014-01-10,95,0.8527
US,34604309,RBR2GL8YBN7BF,B0027YQL14,467534535,"Go Raw Freeland Flax Snax, Spicy Flax Snax, 3.0-Ounce Bags (Pack of 6)",Grocery,2,1.0,1.0,N,N,"Not spicy, also made me ill","These crackers are tasty, with the main flavor coming through being garlic.  I would rename these &#34;savory crackers&#34; and I see some other reviewers agree, it's just not &#34;spicy&#34;, it has no kick to it.<br /><br />I've found their sunflower and pizza spiced crackers to be amazing and their &#34;simple seed&#34; sprouted pumpkin and sunflower seeds are easier to digest than unsprouted seeds and are a great addition to cereal.  I fully support Go RAW but I think this particular flavor needs revamping.<br /><br />On a side note, I don't know if I got a hold of a bad batch, but after eating these crackers I felt queasy and 1 hour later vomited.  After vomiting I felt so much better.  I know that flax seeds can easily go rancid, and since this was the only time I've ever eaten this flavor I wasn't sure how they normally smell.",2014-01-09,18,0.3445
US,23579016,R1IZAJAUB8BE7M,B0002CNZK8,836343099,Bluefin Tuna Tarantello in Olive Oil Tre Torri – Sicily,Grocery,1,1.0,3.0,N,N,Makes me sick,Extinction chances are off the chart high for this species of tuna.  Don't be part of it. Please look it up for yourself,2014-01-08,3,0.4767
US,47603844,R1GT2T28A03AS,B0048KG1T2,238700031,"Wat-Aah Pure Spring Water, 16.9 Ounce (Pack of 12)",Grocery,1,4.0,8.0,N,N,Terrible and made me sick!,This water is TERRIBLE!  I opened the bottle and it smelled like chlorine/bleach and tastes like plastic.  I drank about 1/4 of the bottle and feel sick to my stomach.  Tried calling the company and got a &#34;we'll have someone call you back&#34;.  I read another review online from awhile back where the same thing was said by another person - it smelled like chlorine or plastic and tasted like plastic and she felt sick after drinking it.  DO NOT BUY THIS PRODUCT!,2014-01-07,8,-0.4619
US,21297204,R1349BVSYAFI6X,B00DOORDNG,994040048,Suja Juice Fresh Start Program,Grocery,1,33.0,50.0,N,N,Made me ill,"Alright, I admit it - I gave into this juicing trend and tried the Suja Cleanse.  A few of the people I work with had been saying how wonderful a juice cleanse was and they do them periodically.  So I purchased my boxes at a neighborhood health food start and started on January 6th after quitting caffeine and alcohol 2 days prior.  I'm basically a one cup of coffee/one glass of wine type person anyways so I didn't think I would have too much of a problem.<br /><br />Started the cleanse.  Juices tasted okay, but I make a green drink with kale, spinach etc anyways, so I'm used to the taste.  Was hungry but just kept busy. I was cold all day as a couple of other reviewers wrote and felt weaker, which I wasn't expecting until the 2nd day.  Around 4 pm the headache and diarrhea started, followed by the vomiting. Both of which did not end until around 9:30 pm.  Maybe I have so many toxins in my body that this detox is particularly hard, but I can't finish the cleanse. I did not eat anything, because I want at least one fully day of cleansing and was having trouble even keeping sips of water down.  I have 3 bottles of juice still left from the one day that I wasn't able to drink.<br /><br />Be warned. This cleanse, to my body, feels like giving myself a stomach bug. You may want to start with just one day and see how you feel. If your body can tolerate a cleanse such as this, the Suja brand is probably fine.  I did end up losing 5 lb, but most of that will come back.  I also lost most of my afternoon and evening yesterday due to extreme nausea. I don't think everyone can tolerate a cleanse like this.  I certainly couldn't.  Think I'll stick to my green smoothies in the morning and eat very few processed foods.",2014-01-07,150,0.3789
US,50152133,R2LZTCR0IVKZSM,B00CB4ZSSM,469624489,Diet Nectar De Guanabana,Grocery,1,3.0,4.0,N,N,Made me sick,"The regular Goya soursop juice is delicious, but has too many carbs for me, so when I saw how low the carbs were in this diet soursop, I thought I'd give it a try. (I found it at my local grocery store.) Within a few minutes of drinking it, I felt very strange and very nauseated, and then vomited. I looked up the ingredient &#34;neotame,&#34; and found out that it is a new artificial sweetener from Monsanto that is thought to be more toxic than aspartame. I recommend avoiding anything this diet juice and anything else with neotame!!!",2014-01-06,1,-0.5669
US,26281890,RZV7DSUX8JA31,B006NQHAX0,830030743,Jamaican Fruit Cake Mix - Annilu 1.7 Lb - Product of Jamaican,Grocery,1,0.0,1.0,N,Y,Makes you sick. !!!!!,"This cake mix cost 15 dollars plus shipping, there were hard chunks in the cake, and my entire fire, got<br />stomach issues and spent 1 entire day in the restroom. I wound up throwing 3/4 of the cake<br />in the garbage. I DO NOT RECCOMEND this cake to anyone.",2014-01-06,7,-0.4215
US,52255346,R70NLN7TSW7XX,B0082311AK,953545017,ALO - Coco Exposed Pure Coconut Water + Real Aloe Vera Wheatgrass - 11.8 oz.,Grocery,1,3.0,5.0,N,N,Not what it appears to be  (Unreliable Seller) avoid the Lucky Vitamin,I was looking into making this purchase and then chatted w/ an Amazon representative who verified that this item and descriptor seem to be too good and the representative doubted the vendor here the Lucky Vitamin would honor the sale/contract.  She said that Amazon as always would stand behind my purchase with the A-Z promise but they could not force this vendor to live up to their own webpage postings.<br /> So I did not order this item as the descriptor states { Alo Aloe Vera & Wheatgrass Drink (12x11.8 OZ) } per $1.59 w/ $5.95 for shipping and the picture clearly shows twelve bottles of Alo Aloe Vera & Wheatgrass Drink.<br /><br />I would have ordered anyway and fought the good fight but I don't need the hassle of this small fry issue.  But I do wish to warn others to beware of this seller<br /><br /> This vendor the Lucky Vitamin needs to verify the contents of their webpage postings before they go live onto the internet.  As it stands it appears to be false advertising on the Lucky Vitamin part.<br /><br />I would avoid this vendor as they do appear to be neither efficient nor truthful in their Amazon webpage postings.<br />--<br />-- Caveat emptor --,2014-01-06,2,0.9692
US,20485695,R1BE6GDEP3B3VC,B0046HKIWS,688520810,Earth's Best Organic Whole Grain Rice Infant Cereal - Case Of 12 - 8 Oz.,Grocery,1,4.0,6.0,N,Y,Made my baby sick,"Introduced this as baby's first food last week. Within two days he was having diarrhea after every feeding with the rice cereal, was covered in eczema and had horrible diaper rash.  (Also realized after purchasing that Amazon is way over priced. A shame, since I ended up just tossing the rest of the box.)",2014-01-05,10,-0.8225
US,34950307,R2OOS3XZXLJB46,B006WHM83W,715546950,"Walden Farms Mayo, Ranch, 12-Ounce (Pack of 3)",Grocery,2,0.0,1.0,N,Y,"great idea, but tastes pretty icky","I wish I couild like this more. It just has a weird taste. The starches or artificial stuff they use to replace the real cream and fat makes it taste really weird. If you're used to diets and things that taste bad you probably won't care. But if you're looking for ranch mayo, this ain't it.",2014-01-03,4,-0.5152
US,24539515,RV516I156MUTQ,B00B2STTVK,494484747,"Harmony ORGANIC WHITE TEA, 100 Tea Bags, 200g/ 7.05",Grocery,3,1.0,1.0,N,N,Now avoid China grown teas,Less than $5 at discount stores... Update: China has so much fluoride in teas. Kills bone etc.,2013-12-30,3,-0.4939
US,32741511,R2W3UQ81RG7FWI,B003IEFXL6,874596093,Purple Dendrobium Orchids (10 stems Orchid with Rhinestone Mesh Ribbon Vase),Grocery,3,0.0,0.0,N,Y,Ordered for my sick cousin,"Feedback from the receiver:  These flowers were pretty, but the vase was &#34;too big&#34; for the flowers.  Her daughter actualy brought a vase from home to the hospital because it bothered them.  Also, delivery was not as prompt as I expected, a day later than expected.",2013-12-28,241,-0.2144
US,20959167,RYSSK84WB5ETX,B0028VZEJQ,15684650,"Roland Pearled Farro, 3 Pounds",Grocery,3,0.0,0.0,N,Y,Great price on bulk Farro--freeze to avoid bugs!,"Our local upscale grocer carries Farro in smaller packages, and is often sold out. I saved a substantial amount buying here in bulk, and it arrived quickly. I'll be back for more. Yummy stuff, if you like brown rice, you'll love Farro.  Updated:  After several months, I noticed that there were living BUGS in the bag. I threw it away, after using maybe 1/3 of it.  If you buy bulk Farro (or any other grain) please know that you should FREEZE it for a couple of days to kill any bug eggs. I now freeze rice, too.",2013-12-26,90,0.914
US,26361472,R2WBQCYCJJ7ZMT,B001ET5XXK,120515161,Café Bustelo Coffee Espresso,Grocery,1,0.0,6.0,N,N,made me sick....,"i got this from local stop and shop.<br /><br />honestly i don't know what's different about this stuff but it has been producing weird bad effect with me. the first time i used it, yea, high buzz. then the second day less.  then ever since it's  been producing weird, confusion sensations.<br /><br />i been testing this for some time ad enough so far.  it's  been ruining my sensations for  days, i decided to stop using this stuff. definitely, inconsistent effects and weirdness with stuff.  i had other brands like this but not everyone makes stuff like this.<br /><br />definitely better brands out there i tried.<br /><br />and let's face it, coffee isn't something that pleasant in taste, the intention is the stimulus effect. if there's no stimulus and even worse, if it produces confusion, i don't think i want to bother...<br /><br />very unsatisfied with this product.",2013-12-22,74,-0.969
US,40810107,R14680XHROCL6N,B004TJD72Q,524143418,Amazing Grass Raw Reserve Green Superfood Formulas,Grocery,2,39.0,48.0,N,Y,"if you've GERD, avoid this","This gives me the boost of energy but at a cost, I was left with burning irritation in my mouth and throat for few hours everytime I drank it as if I've just had some hot chilli soup. It took me a while to figure out what was causing it but as I started taking note of what I was eating, I found that this bottle has nasty cayenne pepper in it. Seriously, why would they need to put this stuff in it, take this pepper out, I'll buy it next time, for now this is my first and last bottle. I bought into all these positive reviews. Sorry, but I had to post this so other GERD sufferers don't have to go through all the hassles.",2013-12-22,121,-0.8897
US,47545021,RR8YYQHZEYRUH,B00BTMDALO,290974606,Miracle Noodle Gluten-free Shirataki Pasta,Grocery,1,3.0,5.0,N,N,WARNING!! Product can make you seriously ill!,"i prepared this product with pasta sauce and actually really liked it, however THE PRODUCT MADE ME VIOLENTLY ILL.  I could not leave the bathroom for three hours and for two days afterwards I had serious gas and bad stomach pains, like someone was stabbing me in the stomach.  If something is too good to be true (no calories), then it usually is.  My advice is to eat a little at a time to see if you can tolerate it.",2013-12-22,665,-0.5147
US,12001581,R2OZH2DUHZG837,B005B3HKPO,186958080,"Premium Avocado Oil from California, by Bella Vado",Grocery,1,7.0,13.0,N,Y,It's like rotten avocados,"I am so sad to report how much I hate this avocado oil!  It smells & tastes just like rotten or at least super over-ripe avocados.  I really don't know how anyone can tolerate it.  Even my husband who likes his avocados very ripe couldn't use it.  I have been looking for an organic, unrefined avo oil, but this one is unbearable.  I'm going back to the refined one I used to buy until I find something else.",2013-12-17,89,-0.2236
US,51881294,R2L700FZ42TFJI,B003TVSTMI,660478303,Knorr Bouillon,Grocery,1,3.0,5.0,N,N,"Just tastes like salt.  Also includes MSG, which is something you should avoid","It just tastes like salt.  I didn't taste a cilantro flavor.  It would be better to pick up some fresh cilantro at the grocery store or use something like [[ASIN:B000WS1KH2 Simply Organic Cilantro Certified Organic, 0.78-Ounce Container]].<br /><br />The main ingredients listed on the Knorr Minicubes box are salt and monosodium glutamate (MSG).<br /><br />There is a lot to dislike about MSG.  See [[ASIN:B003UNL8LY The Truth About Aspartame, MSG and Excitotoxins]]. Here is a short segment from the book:<br /><br />Mike Adams: I'm here with Dr. Russell Blaylock, and I'd like to explore some of the more advanced aspects of some of the things you are working on. Dr. Blaylock, I think readers know the basics of both MSG and aspartame, but can you review what you've already written about excitotoxins?<br /><br />Dr. Russell Blaylock: I have three books. The first one is the exeitotoxin book, \\""Exeitotoxins:<br />The Taste That Kills,\\"" and the latest one is and updated paperback reprint of \\""Health and Nutrition Secrets That Can Save Your Life.\\"" The third one is \\""Natural Strategies for Cancer Patients,\\"" which is directed at nutritional treatments for cancer. It contains some material about aspartame and MSG.  Excitotoxins have been found to dramatically promote cancer growth and metastasis. In fact, one excitotoxin researcher noticed that, when cancer cells were exposed to glutamate, they became more mobile, and you see the same effect with MSG. It also causes a cancer cell to become more mobile, and that enhances metastasis, or spread. These MSG-exposed cancer cells developed all of these pseudopodia and started moving through tissues, which is one of the earlier observations from cancer.",2013-12-14,9,-0.9869
US,22515444,R2E7P4N8ZT9EYF,B004TJF39Q,43133608,Grove Square Caramel Apple Cider,Grocery,1,0.0,0.0,N,Y,Tastes rotten!,This stuff tastes like the bruised spot on an apple. It really was not good. I would definitely not purchase this SUGAR FREE version ever again!,2013-12-14,67,0.4399
US,36319206,R1UJQBRC0RHX6L,B00999I3Z2,674680943,"Campbell's, Chunky, Chipotle Chicken & Corn Chowder Soup, 18.8oz Can (Pack of 6)",Grocery,1,1.0,1.0,N,N,rotten eggs,"I got sick just over week ago but had no idea what it was.  I knew it was something I ate.  Well, I ate this last night and found out it was this soup!<br />The next day there is a horrible sulfur aftertaste that keeps coming back and back and back.<br /><br />I actually got online to see if it had been recalled.  There is something seriously wrong with this soup.  I might call Campbell's.",2013-12-13,4,-0.9266
US,14747805,RZT6KFIKBDPNF,B000SATIBO,792561286,Davidson's Tea Bulk,Grocery,2,2.0,3.0,N,Y,"icky, overpowering herbal shampoo smell and taste, where is the earl grey flavor?","Whoa, ok-I trusted that this was going to be a good tea because so many people had such good reviews. I figured I could at least appreciate it even if it was a little different from the norm. upon opening the bag-which I was quite excited to receive, I was overwhelmed with the aroma, not of tea, but of some herbal shampoo I've used in the past. Very much like a pure essential oil, hardly any tea in the aroma at all. And the same is true of the taste, the oil of bergamont is so strong that the tea is an afterthought. I love earl grey and I wish this was at least somewhat like that taste. Looks like I'll be continuing my search for a really quality earl grey loose leaf tea. I don't even know If I can give this to anyone...its so overpowering and the oil of bergamont has that bitter aftertaste... sooooooooooo disappointed-what do I do with this stuff?......",2013-12-13,335,0.9868
US,29883620,R1RBNVPZNV20NT,B00BP36S7U,290974606,Miracle Noodle Gluten-free Shirataki Pasta,Grocery,3,0.0,0.0,N,Y,stinky but good tasting,This has an amazing texture but bad  fish smell. The texture is like jello beads or tapioca. The smell is pretty rough though.,2013-12-13,179,0.6369
US,8547793,R35O30B0AEA3YT,B005GNICKQ,340036861,Milk-bone Treat & Play Milk-Bone Biscuit Size Medium,Grocery,1,2.0,2.0,N,Y,dangerous!,My miniature pinscher chewed pieces off it first day she had it threw it in trash!!! Dangerous / hazardous for any animal.,2013-12-12,4,-0.6093
US,30886931,RE1RH8S37EFUC,B008F2K1YU,453849198,Ekobrew Refillable K-cup Starter Kit for Keurig 2.0 and 1.0 Brewers,Grocery,1,0.0,1.0,N,Y,"Ekobrew itself is fine, avoid the gift pack.","Received this and the spoon and cup broke within a week. Company said they would replace but never did, wouldn't buy the gift pack but would buy just the ekobrew.",2013-12-10,54,-0.6135
